tweet_id,author_id,incoming_text,brand,intent_hint,in_response_to_tweet_id,historical_resolution
2830668,788215,@AmazonHelp hi... we bought an echo plus but it will only play samples of music even though it was working fine on Saturday. How can we fix it? We have prime so it should play songs easily,AmazonHelp,,,"@788215 Hi, sorry to hear about the problems you are having with Echo Plus. You may need to reset it. For info on how to do this, please click the link:https://t.co/QA3Il7MPGN. Let us know if this helps.^BZ"
1239296,410695,"@AmazonHelp I placed a return of order#405-5827927-7849934 on 5th november, 2017. But it hasn't been picked up yet and no replies came from ur customer service unit. Please help",AmazonHelp,,,"@410695 I'm sorry for the poor experience. We are unable to access your account over Twitter however, we'd still like to help! To make sure we're giving you the best information possible can you let us know which website/marketplace you used to order with us? ^EB"
534194,243724,"@AmazonHelp すいません、ただいま電話ができる環境にいないためこのままで失礼致します……。
ログインしようとメールアドレス、パスワードを入力して進むとこのページになります。コードを送信を押すと、先程の未記入のメールが届きます。 https://t.co/RW5w9lL0Y3",AmazonHelp,,534193,@243724 ご不便をおかけしており申し訳ございません。誠に心苦しい限りですが、Twitter上にて詳細な確認を行わせていただくことができません。カスタマーサービスは24時間年中無休でご対応いたしておりますので、ご都合のよろしい時にご連絡いただきますようお願いいたします。HM
2944363,204171,@AmazonHelp Isso. Aquele que tem disponível pra IOS é Android!,AmazonHelp,,2944362,"@204171 Você pode obter mais informação sobre o App do Kindle, no seguinte link: https://t.co/JUHF6ylIwO. ^NP"
47904,126706,"@AmazonHelp customer support ( u have recorfings) said nothing they can do , was given wrong no to call too! lol",AmazonHelp,,47903,"@126706 Typically, a response is given 12-24hrs; at this time please review your inbox, as well as your spam/junk e-mail. ^WM"
1261180,415450,"@AmazonHelp No 
No
why this happened after payment 
It is very concern for online shopping",AmazonHelp,,1261179,"@415450 Sorry to know your order is not yet delivered, Rahuul. Please reach us from here: https://t.co/rS49hgaADF we'll assist. ^SV"
162010,153404,"@AmazonHelp It's ok thanks for your help, one of your helpers called and worked out that screen magnifier had been turned on. Thanks for the great service!",AmazonHelp,,162009,@153404 Any time! We are always here to help! ^LS
1360028,437080,"Oh come on @115830, not *another* failed delivery from your awful #logistics team?? You need to get this mess sorted out. @amazonhelp",AmazonHelp,,,@437080 Terribly sorry about any trouble! Please reach out to us here:https://t.co/JzP7hlA23B so we can investigate this further! ^SA
386449,207488,"@AmazonHelp @115850, @AmazonHelp. You guys are pathetic and ridiculous. The only solution to my problem is to reorder product. This was the reorder.",AmazonHelp,,386448,"@207488 We'd like to help, kindly send us your details through the link shared earlier and we'll reach out to you soon. ^MA"
2381832,686674,@AmazonHelp Why was I hung up on during a customer service call because I declined to accept your Representative's offer of $20 dollar credit. Is this a new customer retention tactic? #disrespected #amazonprimemember #dissapointed,AmazonHelp,,,@686674 I'm so sorry for the poor experience! Please be sure to fill out the survey that was sent following the phone call. We use that information to make sure your experience is improved! ^TN
1218275,386765,@AmazonHelp Done that. Thanks for your support.,AmazonHelp,,1218274,@386765 Thanks a bunch for your cooperation. We'll reach out at the earliest to make things right for you. ^CB
1043684,366798,@AmazonHelp @115821 @115850 I have not received any email from you. All I have received is an email asking for feedback of the resolution provided,AmazonHelp,,1043683,@366798 You should've received a correspondence from us. Kindly check it here: https://t.co/8DAc10S7ww ^MA
2393545,172343,@AmazonHelp Still awaiting Justice,AmazonHelp,,2393543,"@172343 Just to confirm, did you drop in your details using the link we had shared? Do keep us posted. ^CB"
1247156,412606,"@AmazonHelp 先ほど拝見しました。
わざわざ、ありがとうございます。",AmazonHelp,,1247155,"@412606 とんでもないことです。
今後ともご利用の際に何かお困りのことやご不明点があれば、いつでもご遠慮なくお問い合わせください。 RI"
471578,227290,@AmazonHelp Cnest en cours...,AmazonHelp,,471577,@227290 Le service client ne vous a fourni aucun détail/explication ou solution concernant votre cas!
66200,131141,@AmazonHelp It was implied it would have all been sorted on Saturday?,AmazonHelp,,66201,"@131141 Hi Sarah, I am sorry to hear that this still hasn't been resolved please follow this link: https://t.co/tkLCr7Vo9T  and fill out the form, someone from our team will be in contact to assist you. Please let us know how you get on. ^HS"
1681736,511295,@AmazonHelp I sent the item back for return on 31/08/17 if that helps,AmazonHelp,,1681735,"@511295 Hmm... That is odd, Ben. Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this with you. ^AD"
283495,183535,VERY POOR packaging @AmazonHelp - Bought a present only to have it delivered with packaging tape and delivery label ON THE item. Not happy! https://t.co/yXvEDyJpWW,AmazonHelp,,,"@183535 Hi there- You can select to have additional packaging on your orders, explains further here: https://t.co/u71ACh7ri6 ^NV"
856600,323422,@115830 @115821 Does your iOS app only work in portrait orientation now?,AmazonHelp,,,@323422 Please reach out here so we can help you out Michael  https://t.co/JzP7hlA23B ^KM
2405183,467431,"@AmazonHelp Unfortunately I don’t think it’s going to suit the change in circumstances and location.
Is it possible to get a partial refund on my annual subscription? Think it renewed in Sept. so bit of a waste if not. 😞",AmazonHelp,,2405182,@467431 Give us a ring here: https://t.co/JzP7hlA23B so we can look over your account and go through the options you have together. ^AH
898401,333336,@115850 https://t.co/g4MbDGcRLW Chack This,AmazonHelp,,,@333336 Thanks for bringing this to our notice. We have informed our teams and they are working on it. ^SB
533311,243548,"@AmazonHelp If your app would have showed the same before adding the product to the cart I wouldn't have been disappointed. Are you telling me that Everytime I plan to buy an item, I should add it to the cart and proceed to the address confirmation page to check availability in my location?",AmazonHelp,,533310,"@243548 Unless your add the item to the cart and proceed to checkout, we wouldn't be able to determine the address, the item will be shipping to. Therefore, we can't predetermine the shipping eligibility. Appreciate your understanding here. ^CB"
224359,169612,@AmazonHelp Thanks,AmazonHelp,,224358,@169612 Glad we were helpful regarding the Amazon echo.^SB
1056775,369518,@AmazonHelp then what should i do now,AmazonHelp,,1056774,@369518 Kindly get in touch with us here: https://t.co/28jqpJvbF8 and we’ll look into it. ^NS
180001,158368,"@AmazonHelp Ur Customer care is liar, i said send copy to me of complain and they said ok but i receive no copy",AmazonHelp,,180000,@158368 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
260821,178096,@115821 is it possible for me to never have anything sent via amzl_us ever again?,AmazonHelp,,,"@178096 We aren't able to choose specific carriers to use for your orders, have you been experiencing recurring issues with them? ^GR"
2482384,709243,"@AmazonHelp I Just set up an account. if I put in an address, will anything other than my order be mailed to me?",AmazonHelp,,,"@709243 Great question, Tim! If you set up an address, only your orders will be mailed to you. ^FD"
825099,316508,@AmazonHelp . Com,AmazonHelp,,825098,"@316508 Thanks for clarifying! Due to content licensing restrictions, Amazon Video content isn't currently available outside of the US. ^KJ"
2889326,506484,@AmazonHelp You charged me 5x for an item I did monthly installments on (now I could get two items for that ammount) and it seems no one knows what to do but keeps forwarding my call around.,AmazonHelp,,2889328,"@506484 I'm sorry about inconvenience! When did you speak with Customer Service regarding this payment issue, and was there any solution given? ^GP"
346728,198556,"Expecting my #sirui #monopod and #ballhead to arrive today , thanks to @115850 #AmazonPrime",AmazonHelp,,,@198556 You're welcome. Have a super Sunday :-) ^KA
2874013,797898,"Hey @115821, got pretty royally screwed by one of your sellers. Differing info being received from the person on Amazon chat vs the seller themselves. Received a package that was incomplete, Amazon says they can't do anything, seller says only Amazon can help. Pretty weak, y'all.",AmazonHelp,,,"@797898 We'd like to assist! Was this item from ordered from https://t.co/nUUp5MLhYl ( https://t.co/Y5jpI9gRhE ) or Amazon.ca ( https://t.co/PyACxvY8Qo ), and do you know if it was shipped directly by Amazon, or by the seller? ^SH"
812181,313073,@AmazonHelp Still not received any update from you and you are keep on promising about prompt service.,AmazonHelp,,812180,@313073 Sorry about that. I'd like to have a closer look on this. Please let us know more here: https://t.co/GIJyeYqKE0. ^BS
1223534,407057,@AmazonHelp Qu’une série quand on passe d’une saison à l’autre il y a toujours un suspens ! On a hâte de voir la suite. The Gran Tour pas bien :p:p:p:p,AmazonHelp,,1223535,"@407057 Je vais m'y mettre alors 😉 Des séries, films à me recommander ? ^ARC"
912887,192558,@AmazonHelp I dont know what to do with the link,AmazonHelp,,912886,@192558 Please drop in the details via the link provided earlier and we'll reach out to you for better assistance. ^MS
320846,192442,@AmazonHelp Ordered on 10/5 not shipped yet choose (free 2 day shipping) w my $99 prime! Won’t be here till tues. not math teacher but that’s 4 days!,AmazonHelp,,320845,"@192442 Sorry to hear that, when is the order due to be dispatched? ^JJ"
1666180,507605,"@AmazonHelp I returned an item on 1- nov 2017, but till now I didn't get my money, also unable to make call ur customer service, ref-9538929322",AmazonHelp,,,"@507605 Sorry about the delay in refund. We'd like to help you. Kindly reach us here: https://t.co/vlvfJr4nN9. We'll have it checked.
Please don't provide your phone number via Twitter, as we consider it to be personal information.
Our page is visible to public.^AR"
2316617,507510,@115850 @AmazonHelp @115851 79 days and counting! #amazonindia sucks! https://t.co/lKql0ux5wD,AmazonHelp,,,"@507510 I'm sorry for the long stretch, it was certainly not expected. Kindly reply to the email sent to you by the Social Media team &amp; we'll take this up further. Appreciate your patience &amp; understanding. ^EM"
2319428,672286,"@115850 Reebok Boy's Run Escape Jr Blue, Wht and Blk Sports Shoes - 4.5 UK/India (36.5 EU)(5 US) .. purchased this.  It is fake.. sole coming out.. please rwfund",AmazonHelp,,,"@672286 Sellers are committed to sell only genuine products on our platform. However, you may request for a return from here:https://t.co/4o5PqP90vH. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^GD"
233431,171572,"@115821 @AmazonHelp Pathetic Service provided by Amazon to Costumer .

Order I Phone 6 on 24th Sep but still not received any confirmation. https://t.co/zp5U0G4f9w",AmazonHelp,,,@171572 access to your order details. Please reply to the email correspondence here: https://t.co/8DAc10S7ww. (2/2) ^SI
2773780,775238,It says my package was supposed to arrive at 8pm and it's almost 10pm and I have no news. @AmazonHelp carrier is IMEXX,AmazonHelp,,,@775238 Is the product sold and fulfilled by Amazon or by a seller from our website? ^VM
1041807,366375,@AmazonHelp it's so annoying when Amazon delivery ppl lie and claim they attempted to deliver a package but didn't.,AmazonHelp,,,"@366375 Oh no! I'm sorry we let you down! What does the most recent order status state? You can check here: https://t.co/Y5jpI9gRhE. 
Please keep us updated on your package delivery. We're here to help! ^LL"
980730,352537,"Definition of ""fresh vegetables"" in 2017 @115850 https://t.co/i9JOUzyVUE",AmazonHelp,,,@352537 Thanks for flagging this. I'll forward it internally for review. ^PS
564933,252351,I paid $19 for next day delivery from @115821 and they want to claim that they tried to deliver the package and couldn't? I've been home all day. I haven't left for anything. Nobody ever brought my package here. Thanks for stealing my money and delivering my stuff.,AmazonHelp,,,@252351 I'm sorry for the frustration! We're available to assist the best we can. Who is the carrier shown for this order: https://t.co/PCtircFm5C? ^SJ
361374,201575,@AmazonHelp I'll give it a few more days. They delivered only 2 of 3 items and marked everything as delivered. Probably forgot and said screw it. Thx,AmazonHelp,,361373,@201575 Sure thing! Please keep us posted! ^LB
235668,172137,"worst service by amazon. if u don't have PC you not able to get invoice of ur purchase wow.
order: 4__credit_card__ @115821 @AmazonHelp",AmazonHelp,,,@172137 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
2962769,817537,"@AmazonHelp c’est en cours, cela fait 3 colis via TNT/PostNL sans avis de passage, dépôt chez un voisin sans prévenir, et j’en passe.",AmazonHelp,,2962771,"@817537 Je réitère mes excuses pour toute gêne occasionnée. Sachez que c'est grâce à vos remontées qu'on pourra améliorer notre service, nous ne manquons jamais d'en faire part au transporteur afin que ça ne se reproduise plus. ^MA"
2352351,679789,@AmazonHelp are you guys having issues with password resets? I needed to reset my password but I’m not receiving any code sent to my email. Tried multiple devices and haven’t received anything.,AmazonHelp,,,"@679789 I'm sorry for the trouble, Alex! Give us a call and we'll certainly help with this right away! You can reach us here: https://t.co/jzvkhdlrK5 Let us know if you have further questions! We're still here to help! ^KN"
2516997,341145,@AmazonHelp I rejected Amazon Pay transactions on my credit card which were nothing to do with me.  I've never even heard of it let alone used it.  Amazon were told this 3 weeks ago after they locked the a/c for the first time but it was still locked again last night,AmazonHelp,,2516996,"@341145 I'm sorry to hear that, was the issue regarding the unknown transactions resolved for you? ^JJ"
1209146,403859,"@AmazonHelp Many thanks but it doesn't work, tells me I have no Prime account-true. I am pulling my hair out on this one any help appreciated",AmazonHelp,,1209145,@403859 Let's have you speak with us via chat so we can dig into this. https://t.co/JzP7hlA23B ^MJ
1324527,426486,I don't know what are you doing with your team or what you doing my concern is my refund courier service is yours @AmazonHelp @55277 1/2 https://t.co/IEa3wKnM6j,AmazonHelp,,,@426486 We've responded to your query here: https://t.co/617oG7sFDS. Kindly check. ^PS
1106612,381165,"Dear @115821, serious quality control fail. #nowihavetosendthiscrapback? #obnoxious https://t.co/Kxl1Y93PdE",AmazonHelp,,,@381165 I'm so sorry to see this! You can see your available return or replacment options here: https://t.co/pkFci26FRa ^LH
1733901,523623,@AmazonHelp I will not be able to repeat the same again and again. You can follow me and I can DM,AmazonHelp,,1733900,@523623 I request you to fill in your details in the link provided earlier for further help as we can't access the account on twitter.^PJ
637391,271129,"Dank @116316 Logistics wohne ich nun in der Kita nebenan. Lt. Sendungsverfolgung an mich zugestellt, also... Einmal mit Profis.",AmazonHelp,,,@271129 Deinen Ärger darüber kann ich verstehen :( Hast du denn dein Paket erhalten? ^SK
2829513,787945,"@AmazonHelp Pour la deuxième fois : Oui. Pas de réponse. Faut dire qu'avec une phrase de la sorte : ""Nous ne répondrons peut-être pas à d'autres e-mails sur cette question."" je ne m'attends pas vraiment à de retour...",AmazonHelp,,2829512,"@787945 Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC : https://t.co/HtUowg2UGX 
^SM"
426671,216475,"@AmazonHelp When an order takes two months to arrive,  all one wants is a refund.",AmazonHelp,,426670,@216475 We've escalated this and sent a correspondence to your registered email. Kindly check and revert here: https://t.co/8DAc10S7ww.^VN
362423,201838,"@AmazonHelp my prime order has been out for 4 days. It was supposed to be delivered days ago. Is prime normally this slow,",AmazonHelp,,,"@201838 I'm so sorry for the wait, Alex. What was the delivery date given in your order confirmation e-mail? ^MH"
1807359,542972,@AmazonHelp 何度もメールやインターネットを確認しましたが、支払い番号は発行されていません。,AmazonHelp,,1807358,"@542972 リプライありがとうございます。Twitter上ではエラーの詳細がわかりかねますため、お手数ですが文末のリンクよりカスタマーサービスへお問い合わせをお願いいたします。https://t.co/J6YEizFHia
 SK"
1126113,385519,@AmazonHelp Ok! But I wonder that how will anyone misuse the order number when even Amazon is not being able to access it. How ironic!,AmazonHelp,,1126112,"@385519 In the interest of securing your account information, we request you to not to share your personal/order details. ^GK"
2687659,755714,"@AmazonHelp Yep, registered the order as a cash on delivery order. Can we use other modes or even Amazon pay?",AmazonHelp,,2687658,"@755714 I get your concern, Pranjal. Please reach us from here: https://t.co/rS49hgaADF we'll check this and assist you. ^SV"
264777,179073,@AmazonHelp Awaiting ur response,AmazonHelp,,264778,"@179073 We're working on it, will communicate with you very soon. ^MP"
35935,123816,"@AmazonHelp I’m not sure, I ordered it at 8am this morning with 1 day shipping. I just got the email saying I will get an email when it’s been shipped",AmazonHelp,,35934,"@123816 2/2 For details on how shipping and delivery dates are calculated, please see here: https://t.co/zGyLuHMPgq ^CO"
536502,151194,@AmazonHelp Ela é maravilhosa em td 😍😍😍😍,AmazonHelp,,536501,@151194 É sim! Conte para gente se você esta curtindo da leitura desse livro maravilhoso no seguinte link: https://t.co/kUkXHFkYWd  twitter. ^AZ
437934,219033,AmazonのPrime Now使ってみたけど、マジで1時間で届くんだなこれ....,AmazonHelp,,,@219033 Prime Nowをご利用いただき、ありがとうございます！便利にお使いいただけたら幸いです。ご用命の際は何なりと…m(_ _)m RI
1291962,422133,@AmazonHelp No phone number?,AmazonHelp,,1291961,"@422133 The link provided will give you the options to call, chat or email us. Our phone number is 1-866-216-1072 ^AG"
130375,145399,"@AmazonHelp But that doesn't mean you can sell the product above MRP, and atleast for the customers who is highlighting the difference should be refunded the difference",AmazonHelp,,130374,@145399 Gift cards can only be used to pay for eligible items; you can learn more about our gift card terms and conditions here: https://t.co/0fNWVeVwDf (3/3) ^GK
868091,326112,@AmazonHelp why is it so hard to change my payment to the gift card option at checkout?,AmazonHelp,,,"@326112 I'm sorry for the troubles changing the payment method. When you try to change it, what happens? ^VS"
